categories,subcategories,items,description,notes
5,5A,5A001.d.Note 2:b.,,"'For the purposes of 5A001.d. electronically steerable phased array antenna is an antenna which forms a beam by means of phase coupling, (i.e., the beam direction is controlled by the complex excitation coefficients of the radiating elements) and the direction of that beam can be varied (both in transmission and reception) in azimuth or in elevation, or both, by application of an electrical signal.'"
5,5A,5A001.e.,"Radio direction finding equipment operating at frequencies above 30 MHz and having all of the following, and specially designed components therefor:",
5,5A,5A001.e.1.,"""Instantaneous bandwidth"" of 10 MHz or more; and",
5,5A,5A001.e.2.,Capable of finding a Line Of Bearing (LOB) to non-cooperating radio transmitters with a signal duration of less than 1 ms;,
5,5A,5A001.f,"Mobile telecommunications interception or jamming equipment, and monitoring equipment therefor, as follows, and specially designed components therefor:",
5,5A,5A001.f1.,"Interception equipment designed for the extraction of voice or data, transmitted over the air interface;",
5,5A,5A001.f2.,"Interception equipment not specified in 5A001.f.1., designed for the extraction of client device or subscriber identifiers (e.g., IMSI, TIMSI or IMEI), signalling, or other metadata transmitted over the air interface;",
5,5A,5A001.f3.,"Jamming equipment specially designed or modified to intentionally and selectively interfere with, deny, inhibit, degrade or seduce mobile telecommunication services and performing any of the following:",
5,5A,5A001.f3.a.,Simulate the functions of Radio Access Network (RAN) equipment;,
5,5A,5A001.f3.b.,"Detect and exploit specific characteristics of the mobile telecommunications protocol employed (e.g., GSM); or",
5,5A,5A001.f3.c.,Exploit specific characteristics of the mobile telecommunications protocol employed (e.g. GSM);,
5,5A,5A001.f4.,"RF monitoring equipment designed or modified to identify the operation of items specified in 5A001.f.1., 5A001.f.2. or 5A001.f.3.;",
5,5A,5A001.f4.,,a.
5,5A,5A001.fNote:a.,"Equipment specially designed for the interception of analogue Private Mobile Radio (PMR), IEEE 802.11 WLAN;",
5,5A,5A001.fNote:b.,Equipment designed for mobile telecommunications network operators; or,
5,5A,5A001.fNote:c.,"Equipment designed for the ""development"" or ""production"" of mobile telecommunications equipment or systems.",
5,5A,5A001.fNote:c.,,"'Non-radar transmitters may include commercial radio, television or cellular telecommunications base stations.', 'Note:5A001.g. does not control any of the following:a.Radio-astronomical equipment; orb.Systems or equipment, that require any radio transmission from the target.'"
5,5A,5A001.fNote:c.,,a.
5,5A,5A001.g.Note:a.,Radio-astronomical equipment; or,
5,5A,5A001.g.Note:b.,"Systems or equipment, that require any radio transmission from the target.",
5,5A,5A001.h.,"Counter Improvised Explosive Device (IED) equipment and related equipment, as follows:",
5,5A,5A001.h.1.,"Radio Frequency (RF) transmitting equipment, not specified in 5A001.f., designed or modified for prematurely activating or preventing the initiation of Improvised Explosive Devices (IEDs);",
5,5A,5A001.h.2.,Equipment using techniques designed to enable radio communications in the same frequency channels on which co-located equipment specified in 5A001.h.1. is transmitting;,
5,5A,5A001.h.2.,,SEE ALSO MILITARY GOODS CONTROLS.
5,5A,5A001.i.,Not used;,
5,5A,5A001.j.,"Internet Protocol (IP) network communications surveillance systems or equipment, and specially designed components therefor, having all of the following:",
5,5A,5A001.j.1.,"Performing all of the following on a carrier class Internet Protocol (IP) network (e.g., national grade IP backbone):",
5,5A,5A001.j.1.a.,"Analysis at the application layer (e.g., Layer 7 of Open Systems Interconnection (OSI) model (ISO/IEC 7498-1));",
5,5A,5A001.j.1.b.,"Extraction of selected metadata and application content (e.g., voice, video, messages, attachments); and",
5,5A,5A001.j.1.c.,Indexing of extracted data; and,
5,5A,5A001.j.2.,Being specially designed to carry out all of the following:,
5,5A,5A001.j.2.a.,"Execution of searches on the basis of ""hard selectors""; and",
5,5A,5A001.j.2.b.,Mapping of the relational network of an individual or of a group of people.,
5,5A,5A001.j.2.b.,,a.
5,5A,5A001.j.Note:a.,Marketing purpose;,
5,5A,5A001.j.Note:b.,Network Quality of Service (QoS); or,
5,5A,5A001.j.Note:c.,Quality of Experience (QoE).,
5,5A,5A101,"Telemetry and telecontrol equipment, including ground equipment, designed or modified for 'missiles'.",
5,5A,5A101,,"5A101 does not control:







a.



Equipment designed or modified for manned aircraft or satellites











b.



Ground based equipment designed or modified for terrestrial or marine applications











c.



Equipment designed for commercial, civil or ‘Safety of Life’ (e.g., data integrity, flight safety) GNSS services"
5,5A,5A101.Note:a.,Equipment designed or modified for manned aircraft or satellites;,
5,5A,5A101.Note:b.,Ground based equipment designed or modified for terrestrial or marine applications;,
5,5A,5A101.Note:c.,"Equipment designed for commercial, civil or ‘Safety of Life’ (e.g., data integrity, flight safety) GNSS services;",
5,5B,5B001,"Telecommunications test, inspection and production equipment, components and accessories, as follows:",
5,5B,5B001.a.,"Equipment and specially designed components or accessories therefor, specially designed for the ""development"" or ""production"" of equipment, functions or features, specified in 5A001;",
5,5B,5B001.a.,,5B001.a. does not control optical fibre characterization equipment.
5,5B,5B001.b.,"Equipment and specially designed components or accessories therefor, specially designed for the ""development"" of any of the following telecommunication transmission or switching equipment:",
5,5B,5B001.b.1.,Not used;,
5,5B,5B001.b.2.,"Equipment employing a ""laser"" and having any of the following:",
5,5B,5B001.b.2.a.,A transmission wavelength exceeding 1 750 nm; or,
5,5B,5B001.b.2.b.,Not used;,
5,5B,5B001.b.2.c.,Not used;,
5,5B,5B001.b.2.d.,"Employing analogue techniques and having a bandwidth exceeding 2,5 GHz; or",
5,5B,5B001.b.3.,Not used;,
5,5B,5B001.b.4.,Radio equipment employing Quadrature-Amplitude-Modulation (QAM) techniques above level 1 024;,
5,5B,5B001.b.5.,Not used.,
5,5D,5D001,"""Software"" as follows:",
5,5D,5D001.a.,"""Software"" specially designed or modified for the ""development"", ""production"" or ""use"" of equipment, functions or features, specified in 5A001;",
5,5D,5D001.b.,Not used;,
5,5D,5D001.c.,"Specific ""software"" specially designed or modified to provide characteristics, functions or features of equipment, specified in 5A001 or 5B001;",
5,5D,5D001.d.,"""Software"" specially designed or modified for the ""development"" of any of the following telecommunication transmission or switching equipment:",
5,5D,5D001.d.1.,Not used;,
5,5D,5D001.d.2.,"Equipment employing a ""laser"" and having any of the following:",
5,5D,5D001.d.2.a.,A transmission wavelength exceeding 1 750 nm; or,
5,5D,5D001.d.2.b.,"Employing analogue techniques and having a bandwidth exceeding 2,5 GHz; or",
5,5D,5D001.d.3.,Not used;,
5,5D,5D001.d.4.,Radio equipment employing Quadrature-Amplitude-Modulation (QAM) techniques above level 1 024.,
5,5D,5D001.e.,"""Software"", other than that specified in 5D001.a. or 5D001.c., specially designed or modified for monitoring or analysis by law enforcement, providing all of the following:",
5,5D,5D001.e.1.,"Execution of searches on the basis of ""hard selectors"" of either the content of communication or metadata acquired from a communications service provider using a 'handover interface'; and",
5,5D,5D001.e.2.,Mapping of the relational network or tracking the movement of targeted individuals based on the results of searches on content of communication or metadata or searches as described in 5D001.e.1.,
5,5D,5D001.e.2.,,"5D001.e. does not control software specially designed or modified for any of the following:







a.



Billing purposes











b.



Network Quality of Service (QoS)











c.



Quality of Experience (QoE)











d.



Mediation devices or












e.



Mobile payment or banking use."
5,5D,5D001.Note:a.,Billing purposes;,
5,5D,5D001.Note:b.,Network Quality of Service (QoS);,
5,5D,5D001.Note:c.,Quality of Experience (QoE);,
5,5D,5D001.Note:d.,Mediation devices; or,
5,5D,5D001.Note:e.,Mobile payment or banking use.,
5,5D,5D101,"""Software"" specially designed or modified for the ""use"" of equipment specified in 5A101.",
5,5E,5E001,"""Technology"" as follows:",
5,5E,5E001.a.,"""Technology"" according to the General Technology Note for the ""development"", ""production"" or ""use"" (excluding operation) of equipment, functions or features specified in 5A001 or ""software"" specified in 5D001.a. or 5D001.e.;",
5,5E,5E001.b.,"Specific ""technology"" as follows:",
5,5E,5E001.b.1.,"""Technology""""required"" for the ""development"" or ""production"" of telecommunications equipment specially designed to be used on board satellites;",
5,5E,5E001.b.2.,"""Technology"" for the ""development"" or ""use"" of ""laser"" communication techniques with the capability of automatically acquiring and tracking signals and maintaining communications through exoatmosphere or sub-surface (water) media;",
5,5E,5E001.b.3.,"""Technology"" for the ""development"" of digital cellular radio base station receiving equipment whose reception capabilities that allow multi-band, multi-channel, multi-mode, multi-coding algorithm or multi-protocol operation can be modified by changes in ""software"";",
5,5E,5E001.b.4.,"""Technology"" for the ""development"" of ""spread spectrum"" techniques, including ""frequency hopping"" techniques;",
5,5E,5E001.b.4.,,a.
5,5E,5E001.c.,"""Technology"" according to the General Technology Note for the ""development"" or ""production"" of any of the following:",
5,5E,5E001.c.1.,Not used;,
5,5E,5E001.c.2.,"Equipment employing a ""laser"" and having any of the following:",
5,5E,5E001.c.2.a.,A transmission wavelength exceeding 1 750 nm; or,
5,5E,5E001.c.2.b.,Not used;,
5,5E,5E001.c.2.c.,Not used;,
5,5E,5E001.c.2.d.,Employing wavelength division multiplexing techniques of optical carriers at less than 100 GHz spacing; or,
5,5E,5E001.c.2.e.,"Employing analogue techniques and having a bandwidth exceeding 2,5 GHz;",
5,5E,5E001.c.2.e.,,"For ""technology"" for the ""development"" or ""production"" of non-telecommunications equipment employing a laser, see 6E."
5,5E,5E001.c.3.,"Equipment employing ""optical switching"" and having a switching time less than 1 ms;",
5,5E,5E001.c.4.,Radio equipment having any of the following:,
5,5E,5E001.c.4.a.,Quadrature-Amplitude-Modulation (QAM) techniques above level 1 024;,
5,5E,5E001.c.4.b.,"Operating at input or output frequencies exceeding 31,8 GHz; or",
5,5E,5E001.c.4.c.,"Operating in the 1,5 MHz to 87,5 MHz band and incorporating adaptive techniques providing more than 15 dB suppression of an interfering signal; or",
5,5E,5E001.c.5.,Not used;,
5,5E,5E001.c.6.,Mobile equipment having all of the following:,
5,5E,5E001.c.6.a.,Operating at an optical wavelength greater than or equal to 200 nm and less than or equal to 400 nm; and,
5,5E,5E001.c.6.b.,"Operating as a ""local area network"";",
5,5E,5E001.c.6.b.,,"'For purposes of 5E001.d., the parameter peak saturated power output may also be referred to on product data sheets as output power, saturated power output, maximum power output, peak power output, or peak envelope power output.', '1.Rated for operation at frequencies exceeding 2,7 GHz up to and including 6,8 GHz with a fractional bandwidth greater than 15%, and having any of the following:a.A peak saturated power output greater than 75 W (48,75 dBm) at any frequency exceeding 2,7 GHz up to and including 2,9 GHz;b.A peak saturated power output greater than 55 W (47,4 dBm) at any frequency exceeding 2,9 GHz up to and including 3,2 GHz;c.A peak saturated power output greater than 40 W (46 dBm) at any frequency exceeding 3,2 GHz up to and including 3,7 GHz; ord.A peak saturated power output greater than 20 W (43 dBm) at any frequency exceeding 3,7 GHz up to and including 6,8 GHz;', '2.Rated for operation at frequencies exceeding 6,8 GHz up to and including 16GHz with a fractional bandwidth greater than 10%, and having any of the following:a.A peak saturated power output greater than 10W (40 dBm) at any frequency exceeding 6,8 GHz up to and including 8,5 GHz; orb.A peak saturated power output greater than 5W (37 dBm) at any frequency exceeding 8,5 GHz up to and including 16 GHz;', '3.Rated for operation with a peak saturated power output greater than 3 W (34,77 dBm) at any frequency exceeding 16 GHz up to and including 31,8 GHz, and with a fractional bandwidth of greater than 10%;', '4.Rated for operation with a peak saturated power output greater than 0,1 nW (-70 dBm) at any frequency exceeding 31,8 GHz up to and including 37 GHz;', '5.Rated for operation with a peak saturated power output greater than 1 W (30 dBm) at any frequency exceeding 37 GHz up to and including 43,5 GHz, and with a fractional bandwidth of greater than 10%;', '6.Rated for operation with a peak saturated power output greater than 31,62 mW (15dBm) at any frequency exceeding 43,5 GHz up to and including 75 GHz, and with a fractional bandwidth of greater than 10%;', '7.Rated for operation with a peak saturated power output greater than 10 mW (10 dBm) at any frequency exceeding 75 GHz up to and including 90 GHz, and with a fractional bandwidth of greater than 5%; or', '8.Rated for operation with a peak saturated power output greater than 0,1 nW (-70 dBm) at any frequency exceeding 90 GHz;'"
5,5E,5E001.d.1.,"Rated for operation at frequencies exceeding 2,7 GHz up to and including 6,8 GHz with a ""fractional bandwidth"" greater than 15%, and having any of the following:",
5,5E,5E001.d.1.a.,"A peak saturated power output greater than 75 W (48,75 dBm) at any frequency exceeding 2,7 GHz up to and including 2,9 GHz;",
5,5E,5E001.d.1.b.,"A peak saturated power output greater than 55 W (47,4 dBm) at any frequency exceeding 2,9 GHz up to and including 3,2 GHz;",
5,5E,5E001.d.1.c.,"A peak saturated power output greater than 40 W (46 dBm) at any frequency exceeding 3,2 GHz up to and including 3,7 GHz; or",
5,5E,5E001.d.1.d.,"A peak saturated power output greater than 20 W (43 dBm) at any frequency exceeding 3,7 GHz up to and including 6,8 GHz;",
5,5E,5E001.d.2.,"Rated for operation at frequencies exceeding 6,8 GHz up to and including 16 GHz with a ""fractional bandwidth"" greater than 10%, and having any of the following:",
5,5E,5E001.d.2.a.,"A peak saturated power output greater than 10W (40 dBm) at any frequency exceeding 6,8 GHz up to and including 8,5 GHz; or",
5,5E,5E001.d.2.b.,"A peak saturated power output greater than 5W (37 dBm) at any frequency exceeding 8,5 GHz up to and including 16 GHz;",
5,5E,5E001.d.3.,"Rated for operation with a peak saturated power output greater than 3 W (34,77 dBm) at any frequency exceeding 16 GHz up to and including 31,8 GHz, and with a ""fractional bandwidth"" of greater than 10%;",
5,5E,5E001.d.4.,"Rated for operation with a peak saturated power output greater than 0,1 nW (-70 dBm) at any frequency exceeding 31,8 GHz up to and including 37 GHz;",
5,5E,5E001.d.5.,"Rated for operation with a peak saturated power output greater than 1 W (30 dBm) at any frequency exceeding 37 GHz up to and including 43,5 GHz, and with a ""fractional bandwidth"" of greater than 10%;",
5,5E,5E001.d.6.,"Rated for operation with a peak saturated power output greater than 31,62 mW (15 dBm) at any frequency exceeding 43,5 GHz up to and including 75 GHz, and with a ""fractional bandwidth"" of greater than 10%;",
5,5E,5E001.d.7.,"Rated for operation with a peak saturated power output greater than 10 mW (10 dBm) at any frequency exceeding 75 GHz up to and including 90 GHz, and with a ""fractional bandwidth"" of greater than 5%; or",
5,5E,5E001.d.8.,"Rated for operation with a peak saturated power output greater than 0,1 nW (-70 dBm) at any frequency exceeding 90 GHz;",
5,5E,5E001.e.,"""Technology"" according to the General Technology Note for the ""development"" or ""production"" of electronic devices and circuits, specially designed for telecommunications and containing components manufactured from ""superconductive"" materials, specially designed for operation at temperatures below the ""critical temperature"" of at least one of the ""superconductive"" constituents and having any of the following:",
5,5E,5E001.e.1.,"Current switching for digital circuits using ""superconductive"" gates with a product of delay time per gate (in seconds) and power dissipation per gate (in watts) of less than 10-14 J; or",
5,5E,5E001.e.2.,Frequency selection at all frequencies using resonant circuits with Q-values exceeding 10 000.,
5,5E,5E101,"""Technology"" according to the General Technology Note for the ""development"", ""production"" or ""use"" of equipment specified in 5A101.",
5,5A,5A002,"""Information security"" systems, equipment and components, as follows:",
5,5A,5A002,,"For the control of satellite navigation system receiving equipment containing or employing decryption, see 7A005 and for related decryption software and technology see 7D005 and 7E001."
5,5A,5A002,,"'1.For the purposes of 5A002.a., cryptography for data confidentiality means cryptography that employs digital techniques and performs any cryptographic function other than any of the following:a.Authentication;b.Digital signature;c.Data integrity;d.Non-repudiation;e.Digital rights management, including the execution of copy-protected software;f.Encryption or decryption in support of entertainment, mass commercial broadcasts or medical records management; org.Key management in support of any function described in paragraph a. to f. above.', '2.For the purposes of 5A002.a., described security algorithm means any of the following:a.A symmetric algorithm employing a key length in excess of 56bits, not including parity bits;b.An asymmetric algorithm where the security of the algorithm is based on any of the following:1.Factorisation of integers in excess of 512 bits (e.g., RSA);2.Computation of discrete logarithms in a multiplicative group of a finite field of size greater than 512 bits (e.g., Diffie-Hellman over Z/pZ); or3.Discrete logarithms in a group other than mentioned in paragraph b.2. in excess of 112 bits (e.g., Diffie-Hellman over an elliptic curve); orc.An asymmetric algorithm where the security of the algorithm is based on any of the following:1.Shortest vector or closest vector problems associated with lattices (e.g., NewHope, Frodo, NTRUEncrypt, Kyber, Titanium);2.Finding isogenies between Supersingular elliptic curves (e.g., Supersingular Isogeny Key Encapsulation); or3.Decoding random codes (e.g., McEliece, Niederreiter).Technical Note:An algorithm described by Technical Note 2.c. may be referred to as being post-quantum, quantum-safe or quantum-resistant.', 'Note 1:When necessary as determined by the appropriate authority in the exporters country, details of items must be accessible and provided to the authority upon request, in order to establish any of the following:a.Whether the item meets the criteria of 5A002.a.1. to 5A002.a.4.; orb.Whether the cryptographic capability for data confidentiality specified in5A002.a. is usable without cryptographic activation.', 'Note 2:5A002.a. does not control any of the following items, or specially designed information security components therefor:a.Smart cards and smart card readers/writers as follows:1.A smart card or an electronically readable personal document (e.g., token coin, e-passport) that meets any of the following:a.The cryptographic capability meets all of the following:1.It is restricted for use in any of the following:a.Equipment or systems not described by 5A002.a.1. to 5A002.a.4.;b.Equipment or systems not using cryptography for dataconfidentiality having a described security algorithm; orc.Equipment or systems, excluded from 5A002.a., by paragraphs b. to f. of this Note; and2.It cannot be reprogrammed for any other use; or:b.Having all of the following:1.It is specially designed and limited to allow protection of personal data stored within;2.Has been, or can only be, personalised for public or commercial transactions or individual identification; and3.Where the cryptographic capability is not user-accessible;Technical Note:Personal data includes any data specific to a particular person or entity, suchas the amount of money stored and data necessary for authentication.2.Readers/writers specially designed or modified, and limited, for items specified in paragraph a.1. of this Note.Technical Note:Readers/writers include equipment that communicates with smart cards or electronically readable documents through a network.b.Cryptographic equipment specially designed and limited for banking use or money transactions;Technical Note:Money transactions in5A002.a. Note 2.b. includes the collection and settlement of fares or credit functions.c.Portable or mobile radiotelephones for civil use (e.g., for use with commercial civil cellular radio communication systems) that are not capable of transmitting encrypted data directly to another radiotelephone or equipment (other than Radio Access Network (RAN) equipment), nor of passing encrypted data through RAN equipment (e.g., Radio Network Controller (RNC) or Base Station Controller (BSC));d.Cordless telephone equipment not capable of end-to-end encryption where the maximum effective range of unboosted cordless operation (i.e. a single, unrelayed hop between terminal and home base station) is less than 400metres according to the manufacturers specifications;e.Portable or mobile radiotelephones and similar client wireless devices for civil use, that implement only published or commercial cryptographic standards (except for anti-piracy functions, which may be non-published) and also meet the provisions of paragraphs a.2. to a.4. of the Cryptography Note (Note 3 in Category 5, Part 2), that have been customised for a specific civil industry application with features that do not affect the cryptographic functionality of these original non-customised devices;f.Items, where the information security functionality is limited to wireless personal area network functionality, implementing only published or commercial cryptographic standards;g.Mobile telecommunications Radio Access Network (RAN) equipment designed for civil use, which also meet the provisions of paragraphs a.2. to a.4. of the Cryptography Note (Note 3 in Category 5, Part 2), having an RF output power limited to 0,1W (20 dBm) or less, and supporting 16 or fewer concurrent users;h.Routers, switches, gateways or relays, where the information security functionality is limited to the tasks of Operations, Administration or Maintenance (OAM) implementing only published or commercial cryptographic standards; ori.General purpose computing equipment or servers, where the information security functionality meets all of the following:1.Uses only published or commercial cryptographic standards; and2.Is any of the following:a.Integral to a CPU that meets the provisions of Note 3 to Category 5, Part2;b.Integral to an operating system that is not specified in5D002; orc.Limited to OAM of the equipment.j.Items specially designed for a connected civil industry application, meeting all of the following:1.Being any of the following:a.A network-capable endpoint device meeting any of the following:1.The information security functionality is limited to securing non-arbitrary data or the tasks of Operations, Administration or Maintenance (OAM); or2.The device is limited to a specific connected civil industry application; orb.Networking equipment meeting all of the following:1.Being specially designed to communicate with the devices specified in paragraph j.1.a. above; and2.The information security functionality is limited to supporting the connected civil industry application of devices specified in paragraph j.1.a. above, or the tasks of OAM of this networking equipment or of other items specified in paragraph j. of this Note; and2.Where the information security functionality implements only published or commercial cryptographic standards, and the cryptographic functionality cannot easily be changed by the user.Technical Notes:1.Connected civil industry application means a network connected consumer or civil industry application other than information security, digital communication, general purpose networking or computing.2.Non-arbitrary data means sensor or metering data directly related to the stability, performance or physical measurement of a system (e.g., temperature, pressure, flow rate, mass, volume, voltage, physical location etc.), that cannot be changed by the user of the device.'"
5,5A,5A002.a.1.,"Items having ""information security"" as a primary function;",
5,5A,5A002.a.2.,"Digital communication or networking systems, equipment or components, not specified in 5A002.a.1.;",
5,5A,5A002.a.3.,"Computers, other items having information storage or processing as a primary function, and components therefor, not specified in 5A002.a.1. or 5A002.a.2.;",
5,5A,5A002.a.3.,,"For operating systems, see also 5D002.a.1. and 5D002.c.1."
5,5A,5A002.a.3.,,"'1.For the purposes of 5A002.a., cryptography for data confidentiality means cryptography that employs digital techniques and performs any cryptographic function other than any of the following:a.Authentication;b.Digital signature;c.Data integrity;d.Non-repudiation;e.Digital rights management, including the execution of copy-protected software;f.Encryption or decryption in support of entertainment, mass commercial broadcasts or medical records management; org.Key management in support of any function described in paragraph a. to f. above.', '2.For the purposes of 5A002.a., described security algorithm means any of the following:a.A symmetric algorithm employing a key length in excess of 56bits, not including parity bits;b.An asymmetric algorithm where the security of the algorithm is based on any of the following:1.Factorisation of integers in excess of 512 bits (e.g., RSA);2.Computation of discrete logarithms in a multiplicative group of a finite field of size greater than 512 bits (e.g., Diffie-Hellman over Z/pZ); or3.Discrete logarithms in a group other than mentioned in paragraph b.2. in excess of 112 bits (e.g., Diffie-Hellman over an elliptic curve); orc.An asymmetric algorithm where the security of the algorithm is based on any of the following:1.Shortest vector or closest vector problems associated with lattices (e.g., NewHope, Frodo, NTRUEncrypt, Kyber, Titanium);2.Finding isogenies between Supersingular elliptic curves (e.g., Supersingular Isogeny Key Encapsulation); or3.Decoding random codes (e.g., McEliece, Niederreiter).Technical Note:An algorithm described by Technical Note 2.c. may be referred to as being post-quantum, quantum-safe or quantum-resistant.', 'Note 1:When necessary as determined by the appropriate authority in the exporters country, details of items must be accessible and provided to the authority upon request, in order to establish any of the following:a.Whether the item meets the criteria of 5A002.a.1. to 5A002.a.4.; orb.Whether the cryptographic capability for data confidentiality specified in5A002.a. is usable without cryptographic activation.', 'Note 2:5A002.a. does not control any of the following items, or specially designed information security components therefor:a.Smart cards and smart card readers/writers as follows:1.A smart card or an electronically readable personal document (e.g., token coin, e-passport) that meets any of the following:a.The cryptographic capability meets all of the following:1.It is restricted for use in any of the following:a.Equipment or systems not described by 5A002.a.1. to 5A002.a.4.;b.Equipment or systems not using cryptography for dataconfidentiality having a described security algorithm; orc.Equipment or systems, excluded from 5A002.a., by paragraphs b. to f. of this Note; and2.It cannot be reprogrammed for any other use; or:b.Having all of the following:1.It is specially designed and limited to allow protection of personal data stored within;2.Has been, or can only be, personalised for public or commercial transactions or individual identification; and3.Where the cryptographic capability is not user-accessible;Technical Note:Personal data includes any data specific to a particular person or entity, suchas the amount of money stored and data necessary for authentication.2.Readers/writers specially designed or modified, and limited, for items specified in paragraph a.1. of this Note.Technical Note:Readers/writers include equipment that communicates with smart cards or electronically readable documents through a network.b.Cryptographic equipment specially designed and limited for banking use or money transactions;Technical Note:Money transactions in5A002.a. Note 2.b. includes the collection and settlement of fares or credit functions.c.Portable or mobile radiotelephones for civil use (e.g., for use with commercial civil cellular radio communication systems) that are not capable of transmitting encrypted data directly to another radiotelephone or equipment (other than Radio Access Network (RAN) equipment), nor of passing encrypted data through RAN equipment (e.g., Radio Network Controller (RNC) or Base Station Controller (BSC));d.Cordless telephone equipment not capable of end-to-end encryption where the maximum effective range of unboosted cordless operation (i.e. a single, unrelayed hop between terminal and home base station) is less than 400metres according to the manufacturers specifications;e.Portable or mobile radiotelephones and similar client wireless devices for civil use, that implement only published or commercial cryptographic standards (except for anti-piracy functions, which may be non-published) and also meet the provisions of paragraphs a.2. to a.4. of the Cryptography Note (Note 3 in Category 5, Part 2), that have been customised for a specific civil industry application with features that do not affect the cryptographic functionality of these original non-customised devices;f.Items, where the information security functionality is limited to wireless personal area network functionality, implementing only published or commercial cryptographic standards;g.Mobile telecommunications Radio Access Network (RAN) equipment designed for civil use, which also meet the provisions of paragraphs a.2. to a.4. of the Cryptography Note (Note 3 in Category 5, Part 2), having an RF output power limited to 0,1W (20 dBm) or less, and supporting 16 or fewer concurrent users;h.Routers, switches, gateways or relays, where the information security functionality is limited to the tasks of Operations, Administration or Maintenance (OAM) implementing only published or commercial cryptographic standards; ori.General purpose computing equipment or servers, where the information security functionality meets all of the following:1.Uses only published or commercial cryptographic standards; and2.Is any of the following:a.Integral to a CPU that meets the provisions of Note 3 to Category 5, Part2;b.Integral to an operating system that is not specified in5D002; orc.Limited to OAM of the equipment.j.Items specially designed for a connected civil industry application, meeting all of the following:1.Being any of the following:a.A network-capable endpoint device meeting any of the following:1.The information security functionality is limited to securing non-arbitrary data or the tasks of Operations, Administration or Maintenance (OAM); or2.The device is limited to a specific connected civil industry application; orb.Networking equipment meeting all of the following:1.Being specially designed to communicate with the devices specified in paragraph j.1.a. above; and2.The information security functionality is limited to supporting the connected civil industry application of devices specified in paragraph j.1.a. above, or the tasks of OAM of this networking equipment or of other items specified in paragraph j. of this Note; and2.Where the information security functionality implements only published or commercial cryptographic standards, and the cryptographic functionality cannot easily be changed by the user.Technical Notes:1.Connected civil industry application means a network connected consumer or civil industry application other than information security, digital communication, general purpose networking or computing.2.Non-arbitrary data means sensor or metering data directly related to the stability, performance or physical measurement of a system (e.g., temperature, pressure, flow rate, mass, volume, voltage, physical location etc.), that cannot be changed by the user of the device.'"
5,5A,5A002.a.4.a.,It supports a non-primary function of the item; and,
